id,abbreviation,assists,blocks,defensive_rebounds,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempts,free_throw_percentage,free_throws,games_played,minutes_played,name,offensive_rebounds,opp_assists,opp_blocks,opp_defensive_rebounds,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steals,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_total_rebounds,opp_turnovers,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,personal_fouls,points,rank,steals,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,total_rebounds,turnovers,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,year,wins,games,playoff_wins,playoff_games
DAL 2020,DAL,1849,363,2729,6772,0.461,3124,1787,0.779,1392,75,18175,Dallas Mavericks,791,1794,311,2625,6868,0.458,3143,1578,0.76,1200,782,1601,8405,525,2615,0.351,919,3407,896,4253,0.523,2224,1462,8776,1,460,3095,0.367,1136,3520,953,3677,0.541,1988,2020,43,75,2,6
MIL 2020,MIL,1889,429,3083,6638,0.476,3160,1800,0.742,1336,73,17595,Milwaukee Bucks,691,1764,326,2651,6862,0.414,2843,1551,0.787,1221,693,1586,7927,538,2871,0.355,1020,3344,1030,3991,0.457,1823,1431,8663,2,526,2840,0.355,1007,3774,1102,3798,0.567,2153,2020,56,73,5,10
POR 2020,POR,1525,451,2599,6749,0.463,3122,1632,0.804,1312,74,17835,Portland Trail Blazers,754,1840,364,2617,6781,0.456,3090,1828,0.771,1410,852,1488,8593,502,2619,0.383,1003,3469,953,4162,0.501,2087,1606,8508,3,465,2525,0.377,952,3353,946,4224,0.514,2170,2020,36,75,1,5
HOU 2020,HOU,1557,371,2484,6512,0.451,2936,1876,0.791,1484,72,17380,Houston Rockets,704,1819,354,2645,6589,0.462,3045,1706,0.761,1299,803,1515,8269,578,2522,0.349,880,3448,1163,4067,0.532,2165,1566,8482,4,627,3261,0.345,1126,3188,1057,3251,0.557,1810,2020,44,72,5,12
LAC 2020,LAC,1708,338,2664,6425,0.466,2992,1894,0.791,1498,72,17380,Los Angeles Clippers,767,1709,338,2491,6494,0.438,2846,1766,0.756,1335,771,1647,7913,540,2566,0.345,886,3262,1013,3928,0.499,1960,1594,8377,5,511,2410,0.371,895,3431,1051,4015,0.522,2097,2020,49,72,7,13
NOP 2020,NOP,1932,358,2551,6598,0.465,3065,1687,0.729,1229,72,17430,New Orleans Pelicans,797,1763,348,2501,6611,0.465,3077,1775,0.789,1400,727,1519,8434,615,2438,0.361,880,3228,1045,4173,0.526,2197,1524,8341,6,539,2656,0.37,982,3348,1181,3942,0.528,2083,2020,30,72,0,0
PHO 2020,PHO,1987,290,2465,6429,0.468,3006,1740,0.834,1451,73,17595,Phoenix Suns,712,1723,401,2497,6378,0.472,3011,1787,0.788,1408,664,1653,8278,576,2335,0.363,848,3161,1139,4043,0.535,2163,1609,8294,7,559,2320,0.358,831,3177,1077,4109,0.529,2175,2020,34,73,0,0
WAS 2020,WAS,1801,309,2295,6544,0.457,2990,1770,0.788,1394,72,17355,Washington Wizards,732,1814,363,2572,6363,0.488,3104,1890,0.778,1470,753,1601,8574,541,2386,0.376,896,3325,1163,3977,0.555,2208,1634,8238,8,574,2345,0.368,864,3027,1020,4199,0.506,2126,2020,25,72,0,0
MEM 2020,MEM,1965,398,2643,6634,0.468,3106,1589,0.763,1212,73,17570,Memphis Grizzlies,754,1814,386,2519,6592,0.45,2964,1828,0.782,1430,756,1474,8300,585,2580,0.365,942,3275,1080,4012,0.504,2022,1546,8222,9,576,2297,0.347,798,3397,1113,4337,0.532,2308,2020,34,74,0,0
BOS 2020,BOS,1655,406,2549,6448,0.461,2971,1668,0.801,1336,72,17430,Boston Celtics,768,1613,396,2449,6268,0.441,2764,1761,0.767,1350,743,1487,7729,514,2504,0.34,851,3192,1097,3764,0.508,1913,1553,8183,10,595,2487,0.364,905,3317,995,3961,0.522,2066,2020,48,72,10,17
MIA 2020,MIA,1892,332,2619,6160,0.468,2880,1840,0.783,1440,73,17745,Miami Heat,620,1794,302,2431,6326,0.448,2831,1720,0.783,1346,674,1584,7964,545,2753,0.347,956,3105,1022,3573,0.525,1875,1501,8179,11,547,2584,0.379,979,3239,1088,3576,0.532,1901,2020,44,73,14,21
DEN 2020,DEN,1952,337,2436,6488,0.473,3069,1526,0.777,1185,73,17745,Denver Nuggets,786,1852,324,2377,6311,0.463,2919,1643,0.759,1247,736,1494,7970,525,2473,0.358,885,3113,1041,3838,0.53,2034,1485,8124,12,586,2234,0.359,801,3222,1005,4254,0.533,2268,2020,46,73,9,19
TOR 2020,TOR,1816,358,2583,6331,0.458,2897,1670,0.796,1329,72,17380,Toronto Raptors,685,1841,395,2530,6359,0.428,2721,1670,0.769,1284,786,1466,7669,520,2798,0.337,943,3316,1212,3561,0.499,1778,1559,8118,13,636,2663,0.374,995,3268,1067,3668,0.519,1902,2020,53,72,7,11
SAS 2020,SAS,1751,390,2530,6350,0.472,2995,1664,0.81,1348,71,17215,San Antonio Spurs,640,1825,308,2551,6402,0.469,3004,1594,0.777,1238,665,1424,8177,486,2493,0.373,931,3216,937,3909,0.53,2073,1377,8098,14,518,2021,0.376,760,3170,895,4329,0.516,2235,2020,32,71,0,0
PHI 2020,PHI,1884,389,2553,6417,0.468,3000,1638,0.755,1236,73,17595,Philadelphia 76ers,764,1661,294,2426,6275,0.463,2905,1786,0.751,1341,628,1493,7910,510,2148,0.353,759,3054,1009,4127,0.52,2146,1529,8084,15,586,2307,0.368,848,3317,1037,4110,0.524,2152,2020,43,73,0,4
LAL 2020,LAL,1803,468,2490,6269,0.48,3006,1728,0.729,1260,71,17090,Los Angeles Lakers,757,1662,263,2333,6187,0.448,2773,1626,0.781,1270,668,1544,7643,585,2373,0.349,827,3001,1130,3814,0.51,1946,1471,8054,16,612,2242,0.349,782,3247,1077,4027,0.552,2224,2020,52,71,16,21
BRK 2020,BRK,1761,323,2683,6498,0.448,2908,1732,0.745,1291,72,17480,Brooklyn Nets,766,1630,379,2541,6688,0.446,2981,1625,0.769,1250,766,1521,8089,554,2505,0.35,877,3307,919,4183,0.503,2104,1510,8048,17,464,2746,0.343,941,3449,1099,3752,0.524,1967,2020,35,72,0,4
UTA 2020,UTA,1615,292,2577,6130,0.471,2886,1641,0.779,1278,72,17355,Utah Jazz,656,1548,329,2386,6417,0.457,2930,1545,0.767,1185,688,1501,7835,566,2235,0.353,790,3074,889,4182,0.512,2140,1468,8013,18,438,2537,0.38,963,3233,1089,3593,0.535,1923,2020,44,72,3,7
IND 2020,IND,1888,376,2489,6457,0.476,3075,1393,0.787,1096,73,17620,Indiana Pacers,636,1686,335,2545,6459,0.446,2883,1577,0.788,1243,757,1373,7846,504,2455,0.341,837,3302,1071,4004,0.511,2046,1445,7989,19,543,2046,0.363,743,3125,967,4411,0.529,2332,2020,45,73,0,4
OKC 2020,OKC,1562,353,2495,6156,0.468,2879,1787,0.796,1422,72,17430,Oklahoma City Thunder,593,1656,290,2472,6454,0.455,2937,1408,0.795,1119,754,1641,7807,505,2395,0.34,814,3226,1024,4059,0.523,2123,1390,7950,20,550,2171,0.355,770,3088,986,3985,0.529,2109,2020,44,72,3,7
SAC 2020,SAC,1713,293,2372,6364,0.462,2943,1464,0.77,1127,72,17455,Sacramento Kings,695,1791,304,2481,6158,0.471,2898,1752,0.79,1384,654,1404,8074,557,2506,0.357,894,3135,1094,3652,0.549,2004,1595,7927,21,556,2511,0.364,914,3067,1043,3853,0.527,2029,2020,31,72,0,0
ORL 2020,ORL,1747,396,2498,6468,0.444,2871,1656,0.774,1282,73,17570,Orlando Magic,751,1804,338,2616,6343,0.465,2949,1445,0.771,1114,660,1420,7905,511,2453,0.364,893,3276,1065,3890,0.529,2056,1336,7831,22,599,2354,0.343,807,3249,937,4114,0.502,2064,2020,33,73,1,5
ATL 2020,ATL,1605,341,2237,6067,0.449,2723,1566,0.79,1237,67,16280,Atlanta Hawks,661,1674,428,2402,6078,0.478,2903,1839,0.772,1419,748,1404,8022,600,2194,0.363,797,3150,1006,3884,0.542,2106,1548,7488,23,523,2416,0.333,805,2898,1086,3651,0.525,1918,2020,20,67,0,0
MIN 2020,MIN,1525,362,2193,5865,0.441,2586,1624,0.753,1223,64,15560,Minnesota Timberwolves,675,1560,355,2383,5786,0.477,2760,1613,0.783,1263,647,1383,7523,499,2040,0.363,740,3030,992,3746,0.539,2020,1370,7248,24,555,2540,0.336,853,2868,981,3325,0.521,1733,2020,19,64,0,0
DET 2020,DET,1589,299,2109,5658,0.459,2595,1476,0.743,1097,66,15965,Detroit Pistons,644,1625,369,2204,5764,0.48,2768,1379,0.777,1072,668,1308,7313,543,1952,0.361,705,2872,923,3812,0.541,2063,1299,7078,25,490,2157,0.367,791,2753,1008,3501,0.515,1804,2020,20,66,0,0
NYK 2020,NYK,1456,313,2274,5896,0.447,2638,1550,0.694,1076,66,15965,New York Knicks,795,1605,333,2284,5678,0.463,2631,1696,0.749,1270,632,1305,7409,474,2303,0.381,877,2916,907,3375,0.52,1754,1464,6983,26,504,1872,0.337,631,3069,946,4024,0.499,2007,2020,21,66,0,0
CLE 2020,CLE,1500,211,2172,5715,0.458,2619,1296,0.758,983,65,15725,Cleveland Cavaliers,704,1699,412,2154,5811,0.491,2851,1245,0.767,955,633,1277,7461,613,2143,0.375,804,2787,844,3668,0.558,2047,1188,6948,27,447,2070,0.351,727,2876,1073,3645,0.519,1892,2020,19,65,0,0
CHI 2020,CHI,1510,265,2041,5762,0.447,2573,1332,0.755,1006,65,15675,Chicago Bulls,680,1653,384,2299,5364,0.479,2568,1691,0.759,1283,660,1246,7145,530,2057,0.353,726,2959,1187,3307,0.557,1842,1417,6945,28,652,2282,0.348,793,2721,1005,3480,0.511,1780,2020,22,65,0,0
GSW 2020,GSW,1663,299,2138,5730,0.438,2510,1511,0.803,1214,65,15725,Golden State Warriors,647,1698,321,2359,5760,0.476,2743,1422,0.783,1113,661,1308,7478,536,2261,0.389,879,3020,1016,3499,0.533,1864,1304,6912,29,534,2032,0.334,678,2785,969,3698,0.495,1832,2020,15,65,0,0
CHO 2020,CHO,1549,268,2066,5586,0.434,2425,1406,0.748,1052,65,15750,Charlotte Hornets,715,1732,328,2276,5690,0.476,2708,1197,0.758,907,711,1337,7126,523,2279,0.352,803,2987,935,3411,0.558,1905,1223,6687,30,428,2231,0.352,785,2781,949,3355,0.489,1640,2020,23,65,0,0
MIL 2019,MIL,2136,486,3316,7471,0.476,3555,1904,0.773,1471,82,19780,Milwaukee Bucks,762,2031,395,2902,7669,0.433,3322,1694,0.733,1242,813,1653,8959,557,2976,0.361,1073,3715,1096,4693,0.479,2249,1608,9686,1,615,3134,0.353,1105,4078,1137,4337,0.565,2450,2019,60,82,10,15
GSW 2019,GSW,2413,525,2990,7361,0.491,3612,1672,0.801,1339,82,19805,Golden State Warriors,797,1989,295,2750,7471,0.444,3315,1987,0.773,1535,886,1601,9120,630,2753,0.347,955,3636,1105,4718,0.5,2360,1757,9650,2,625,2824,0.385,1087,3787,1169,4537,0.557,2525,2019,57,82,14,22
NOP 2019,NOP,2216,441,2969,7563,0.473,3581,1921,0.761,1462,82,19755,New Orleans Pelicans,909,2174,445,2855,7610,0.466,3549,1926,0.764,1471,898,1722,9575,702,2766,0.364,1006,3753,1113,4844,0.525,2543,1732,9466,3,610,2449,0.344,842,3878,1215,5114,0.536,2739,2019,33,82,0,0
PHI 2019,PHI,2207,432,3025,7233,0.471,3407,2258,0.771,1742,82,19805,Philadelphia 76ers,892,1917,336,2743,7506,0.455,3418,2011,0.768,1545,823,1816,9224,634,2464,0.342,843,3566,1045,5042,0.511,2575,1745,9445,4,606,2474,0.359,889,3917,1223,4759,0.529,2518,2019,51,82,7,12
LAC 2019,LAC,1970,385,2936,7178,0.471,3384,2340,0.792,1853,82,19830,Los Angeles Clippers,796,1976,498,2826,7490,0.457,3423,2159,0.777,1677,925,1969,9372,677,2477,0.343,849,3751,1081,5013,0.513,2574,1913,9442,5,561,2118,0.388,821,3732,1193,5060,0.507,2563,2019,48,82,2,6
POR 2019,POR,1887,413,2968,7427,0.467,3470,1914,0.814,1558,82,19855,Portland Trail Blazers,967,1906,420,2670,7384,0.457,3371,1868,0.77,1438,842,1699,9058,603,2443,0.359,878,3512,1014,4941,0.505,2493,1669,9402,6,546,2520,0.359,904,3935,1135,4907,0.523,2566,2019,53,82,8,16
OKC 2019,OKC,1917,425,2911,7706,0.454,3497,2049,0.713,1461,82,19855,Oklahoma City Thunder,1031,2039,415,2936,7272,0.46,3343,1971,0.761,1500,811,1844,9108,672,2592,0.356,922,3747,1372,4680,0.517,2421,1839,9387,7,766,2677,0.348,932,3942,1145,5029,0.51,2565,2019,49,82,1,5
TOR 2019,TOR,2085,437,2920,7305,0.474,3460,1803,0.804,1449,82,19880,Toronto Raptors,786,2012,368,2804,7352,0.449,3302,1829,0.765,1399,867,1683,8885,622,2559,0.345,882,3671,1225,4793,0.505,2420,1724,9384,8,680,2771,0.366,1015,3706,1150,4534,0.539,2445,2019,58,82,16,24
SAC 2019,SAC,2083,363,2819,7637,0.464,3541,1865,0.726,1354,82,19730,Sacramento Kings,906,2024,420,3015,7430,0.466,3465,1998,0.77,1539,917,1753,9455,618,2837,0.348,986,3932,1304,4593,0.54,2479,1751,9363,9,679,2455,0.378,927,3725,1095,5182,0.504,2614,2019,39,82,0,0
WAS 2019,WAS,2154,379,2679,7387,0.468,3456,1963,0.768,1508,82,19930,Washington Wizards,794,2151,378,2939,7424,0.48,3560,1895,0.778,1474,936,1741,9588,631,2689,0.37,994,3875,1292,4735,0.542,2566,1701,9350,10,683,2731,0.341,930,3473,1154,4656,0.543,2526,2019,32,82,0,0
HOU 2019,HOU,1741,405,2613,7163,0.449,3218,2001,0.791,1582,82,19830,Houston Rockets,836,1929,369,2825,7106,0.466,3313,1944,0.768,1493,899,1640,8950,607,2444,0.34,831,3724,1232,4662,0.532,2482,1803,9341,11,700,3721,0.356,1323,3449,1094,3442,0.551,1895,2019,53,82,6,11
ATL 2019,ATL,2118,419,2825,7524,0.451,3392,1918,0.752,1443,82,19855,Atlanta Hawks,955,2202,448,2904,7417,0.473,3508,2321,0.758,1759,871,1817,9788,810,2820,0.359,1013,3775,1234,4597,0.543,2495,1932,9294,12,675,3034,0.352,1067,3780,1397,4490,0.518,2325,2019,29,82,0,0
MIN 2019,MIN,2018,411,2750,7483,0.456,3413,1995,0.787,1570,82,19830,Minnesota Timberwolves,923,2145,455,2822,7386,0.467,3452,1827,0.767,1401,921,1795,9346,539,2752,0.378,1041,3743,1209,4634,0.52,2411,1664,9223,13,683,2357,0.351,827,3673,1074,5126,0.504,2586,2019,36,82,0,0
BOS 2019,BOS,2155,435,2849,7423,0.465,3451,1598,0.802,1282,82,19780,Boston Celtics,804,1940,317,2912,7222,0.448,3239,1872,0.764,1430,852,1602,8852,556,2748,0.344,944,3764,1241,4474,0.513,2295,1670,9216,14,706,2829,0.365,1032,3653,1052,4594,0.527,2419,2019,49,82,5,9
BRK 2019,BRK,1954,339,2919,7358,0.449,3301,2088,0.745,1555,82,19980,Brooklyn Nets,900,1944,432,2889,7581,0.456,3460,1872,0.77,1442,902,1807,9210,638,2486,0.341,848,3791,1104,5095,0.513,2612,1763,9204,15,539,2965,0.353,1047,3819,1236,4393,0.513,2254,2019,42,82,1,5
LAL 2019,LAL,2096,440,2985,7425,0.47,3491,1910,0.699,1336,82,19780,Los Angeles Lakers,835,2053,421,2918,7610,0.452,3438,1862,0.784,1459,924,1706,9306,683,2784,0.349,971,3842,1167,4826,0.511,2467,1701,9165,16,618,2541,0.333,847,3820,1284,4884,0.541,2644,2019,37,82,0,0
UTA 2019,UTA,2133,483,2981,7082,0.468,3314,2092,0.736,1540,82,19755,Utah Jazz,820,1770,376,2762,7253,0.452,3276,1822,0.753,1372,733,1835,8730,695,2273,0.355,806,3495,1136,4980,0.496,2470,1728,9161,17,663,2789,0.356,993,3801,1240,4293,0.541,2321,2019,50,82,1,5
SAS 2019,SAS,2013,386,2910,7248,0.478,3468,1720,0.819,1408,82,19805,San Antonio Spurs,757,2025,332,2844,7354,0.463,3404,1654,0.755,1249,756,1611,9018,589,2678,0.359,961,3600,999,4676,0.522,2443,1487,9156,18,501,2071,0.392,812,3667,992,5177,0.513,2656,2019,48,82,3,7
CHO 2019,CHO,1905,405,2778,7362,0.448,3297,1895,0.797,1510,82,19830,Charlotte Hornets,814,2133,492,2931,7311,0.47,3436,1660,0.787,1307,825,1686,9171,565,2748,0.361,992,3756,1109,4563,0.536,2444,1550,9081,19,591,2783,0.351,977,3592,1001,4579,0.507,2320,2019,39,82,0,0
DEN 2019,DEN,2245,363,2832,7384,0.466,3439,1714,0.755,1294,82,19730,Denver Nuggets,972,2016,407,2685,7084,0.458,3246,1822,0.753,1372,799,1675,8751,610,2618,0.339,887,3484,1109,4466,0.528,2359,1644,9075,20,634,2571,0.351,903,3804,1102,4813,0.527,2536,2019,54,82,7,14
DAL 2019,DAL,1918,351,2884,7122,0.447,3182,2076,0.742,1541,82,19780,Dallas Mavericks,832,2011,368,2840,7315,0.459,3357,1802,0.777,1400,836,1905,9032,643,2667,0.344,918,3676,1065,4648,0.525,2439,1650,8927,21,533,3002,0.34,1022,3716,1167,4120,0.524,2160,2019,33,82,0,0
IND 2019,IND,2128,404,2766,7135,0.475,3390,1727,0.752,1298,82,19705,Indiana Pacers,762,2006,425,2718,7059,0.45,3177,1718,0.756,1298,862,1642,8584,608,2633,0.354,932,3580,1284,4426,0.507,2245,1594,8857,22,713,2081,0.374,779,3528,1122,5054,0.517,2611,2019,48,82,0,4
PHO 2019,PHO,1957,418,2563,7164,0.459,3289,1858,0.779,1447,82,19880,Phoenix Suns,748,2126,411,2897,7230,0.482,3482,2263,0.753,1705,971,1694,9581,737,2454,0.372,912,3868,1285,4776,0.538,2570,1932,8815,23,735,2400,0.329,790,3311,1279,4764,0.525,2499,2019,19,82,0,0
ORL 2019,ORL,2095,445,2902,7307,0.454,3316,1575,0.782,1231,82,19780,Orlando Magic,822,1892,362,2922,7185,0.456,3274,1717,0.778,1336,739,1537,8742,575,2475,0.347,858,3661,1064,4710,0.513,2416,1526,8800,24,543,2633,0.356,937,3724,1082,4674,0.509,2379,2019,42,82,1,5
DET 2019,DET,1845,331,2752,7238,0.44,3185,1893,0.747,1415,82,19855,Detroit Pistons,936,1940,419,2834,6969,0.469,3271,1947,0.755,1470,747,1748,8798,566,2278,0.345,786,3581,1153,4691,0.53,2485,1811,8778,25,569,2854,0.348,993,3688,1135,4384,0.5,2192,2019,41,82,0,4
MIA 2019,MIA,1991,448,2879,7218,0.45,3251,1782,0.695,1238,82,19730,Miami Heat,921,1913,389,2792,7116,0.441,3141,1861,0.769,1432,831,1652,8687,612,2717,0.358,973,3623,1159,4399,0.493,2168,1712,8668,26,627,2658,0.349,928,3800,1208,4560,0.509,2323,2019,39,82,0,0
CHI 2019,CHI,1796,351,2799,7205,0.453,3266,1695,0.783,1328,82,19905,Chicago Bulls,718,2094,473,2984,7316,0.473,3464,1805,0.763,1377,824,1534,9295,600,2709,0.365,990,3808,1092,4607,0.537,2474,1663,8605,27,603,2123,0.351,745,3517,1159,5082,0.496,2521,2019,22,82,0,0
NYK 2019,NYK,1646,422,2811,7241,0.433,3134,1956,0.759,1484,82,19780,New York Knicks,857,2098,458,3016,7352,0.467,3434,1948,0.766,1493,881,1708,9330,607,2673,0.363,969,3897,1084,4679,0.527,2465,1713,8575,28,557,2421,0.34,823,3668,1151,4820,0.479,2311,2019,17,82,0,0
CLE 2019,CLE,1698,195,2619,7184,0.444,3189,1694,0.792,1342,82,19755,Cleveland Cavaliers,879,2107,459,2835,7148,0.495,3539,1680,0.77,1293,782,1592,9355,568,2590,0.38,984,3617,1022,4558,0.561,2555,1642,8567,29,534,2388,0.355,847,3498,1106,4796,0.488,2342,2019,19,82,0,0
MEM 2019,MEM,1963,448,2703,6924,0.45,3113,1882,0.772,1453,82,19880,Memphis Grizzlies,723,1920,402,2883,6836,0.451,3083,2023,0.784,1586,781,1758,8703,625,2639,0.36,951,3664,1249,4197,0.508,2132,1801,8490,30,684,2368,0.342,811,3426,1147,4556,0.505,2302,2019,33,82,0,0
GSW 2018,GSW,2402,612,2877,6981,0.503,3509,1668,0.815,1360,82,19730,Golden State Warriors,691,1934,301,2592,7380,0.447,3296,1807,0.758,1369,893,1516,8814,717,2392,0.357,853,3485,1175,4988,0.49,2443,1607,9304,1,656,2370,0.391,926,3568,1267,4611,0.56,2583,2018,58,82,16,21
HOU 2018,HOU,1767,392,2825,6906,0.46,3174,2061,0.781,1609,82,19755,Houston Rockets,739,1837,363,2738,7017,0.462,3244,1610,0.746,1201,710,1670,8518,609,2365,0.351,829,3448,1194,4652,0.519,2415,1597,9213,2,699,3470,0.362,1256,3564,1135,3436,0.558,1918,2018,65,82,11,17
NOP 2018,NOP,2195,485,2924,7241,0.483,3500,1716,0.772,1324,82,19955,New Orleans Pelicans,712,1947,344,2843,7539,0.454,3423,1679,0.784,1317,887,1669,9054,670,2509,0.355,891,3730,1186,5030,0.503,2532,1570,9161,3,657,2312,0.362,837,3636,1223,4929,0.54,2663,2018,48,82,5,9
TOR 2018,TOR,1995,500,2807,7169,0.472,3383,1790,0.794,1422,82,19830,Toronto Raptors,800,1785,401,2672,7017,0.449,3149,1941,0.767,1489,806,1633,8518,588,2046,0.357,731,3478,1176,4971,0.486,2418,1783,9156,4,626,2705,0.358,968,3607,1095,4464,0.541,2415,2018,59,82,4,10
CLE 2018,CLE,1916,312,2761,6950,0.476,3311,1909,0.779,1488,82,19730,Cleveland Cavaliers,694,2122,340,2766,7238,0.474,3429,1588,0.756,1200,812,1696,9014,613,2596,0.368,956,3578,1105,4642,0.533,2473,1524,9091,5,582,2636,0.372,981,3455,1126,4314,0.54,2330,2018,50,82,12,22
DEN 2018,DEN,2059,404,2748,7102,0.47,3338,1830,0.767,1404,82,19880,Denver Nuggets,902,2028,391,2613,7113,0.476,3386,1671,0.738,1234,800,1699,8899,654,2364,0.378,893,3413,1131,4749,0.525,2493,1533,9020,6,627,2536,0.371,940,3650,1227,4566,0.525,2398,2018,46,82,0,0
PHI 2018,PHI,2221,420,2996,7098,0.472,3349,1868,0.752,1405,82,19780,Philadelphia 76ers,893,1782,417,2641,7185,0.434,3120,2102,0.745,1566,818,1670,8635,697,2427,0.342,829,3459,1173,4758,0.482,2291,1811,9004,7,682,2445,0.369,901,3889,1353,4653,0.526,2448,2018,52,82,5,10
MIN 2018,MIN,1861,345,2593,7063,0.476,3365,1980,0.804,1592,82,19805,Minnesota Timberwolves,848,1962,382,2626,6942,0.475,3298,1683,0.779,1311,803,1711,8797,529,2431,0.366,890,3429,1239,4511,0.534,2408,1495,8980,8,689,1845,0.357,658,3441,1021,5218,0.519,2707,2018,47,82,1,5
LAC 2018,LAC,1832,373,2766,7004,0.471,3302,2095,0.743,1556,82,19705,Los Angeles Clippers,832,2015,462,2706,7194,0.458,3298,1864,0.782,1457,871,1803,8934,699,2477,0.356,881,3577,1154,4717,0.512,2417,1638,8937,9,628,2196,0.354,777,3598,1204,4808,0.525,2525,2018,42,82,0,0
CHO 2018,CHO,1770,373,2901,7106,0.45,3197,2216,0.747,1656,82,19780,Charlotte Hornets,827,2029,404,2891,7199,0.468,3370,1494,0.795,1187,692,1839,8853,542,2467,0.375,926,3583,1112,4732,0.516,2444,1409,8874,10,559,2233,0.369,824,3728,1041,4873,0.487,2373,2018,36,82,0,0
LAL 2018,LAL,1949,388,2927,7248,0.461,3338,1910,0.714,1364,82,19905,Los Angeles Lakers,876,1932,447,2835,7374,0.456,3366,1843,0.761,1402,840,1679,8989,682,2469,0.346,855,3675,1170,4905,0.512,2511,1736,8862,11,633,2384,0.345,822,3803,1295,4864,0.517,2516,2018,35,82,0,0
OKC 2018,OKC,1750,412,2671,7221,0.453,3271,1985,0.716,1421,82,19830,Oklahoma City Thunder,1024,1911,377,2676,6885,0.458,3156,1733,0.769,1332,781,1750,8564,630,2507,0.367,920,3457,1315,4378,0.511,2236,1653,8844,12,743,2491,0.354,881,3695,1147,4730,0.505,2390,2018,48,82,2,6
WAS 2018,WAS,2065,353,2713,7018,0.467,3275,1786,0.772,1378,82,19855,Washington Wizards,823,1831,383,2682,6918,0.462,3195,1931,0.761,1469,805,1639,8694,641,2393,0.349,835,3487,1224,4525,0.522,2360,1746,8742,13,645,2173,0.375,814,3536,1196,4845,0.508,2461,2018,43,82,2,6
BRK 2018,BRK,1941,390,2852,7114,0.441,3136,1850,0.772,1428,82,19855,Brooklyn Nets,792,1782,450,2981,7334,0.466,3418,1921,0.766,1471,853,1615,9048,630,2010,0.369,741,3834,1015,5324,0.503,2677,1688,8741,14,512,2924,0.356,1041,3644,1245,4190,0.5,2095,2018,28,82,0,0
MIL 2018,MIL,1905,443,2579,6807,0.478,3257,1915,0.783,1499,82,19830,Milwaukee Bucks,688,1939,366,2686,6864,0.468,3209,1926,0.783,1509,817,1633,8756,585,2226,0.372,829,3503,1279,4638,0.513,2380,1752,8731,15,722,2024,0.355,718,3267,1134,4783,0.531,2539,2018,44,82,3,7
POR 2018,POR,1599,423,2893,7132,0.452,3222,1715,0.8,1372,82,19755,Portland Trail Blazers,835,1655,418,2755,7042,0.447,3146,1803,0.755,1362,763,1564,8448,602,2179,0.364,794,3518,1036,4863,0.484,2352,1599,8661,16,573,2308,0.366,845,3728,1109,4824,0.493,2377,2018,49,82,0,4
IND 2018,IND,1819,340,2684,7083,0.472,3345,1573,0.779,1225,82,19755,Indiana Pacers,788,1905,428,2686,6953,0.465,3230,1602,0.757,1213,838,1514,8543,577,2496,0.349,870,3524,1271,4457,0.53,2360,1544,8656,17,721,2010,0.369,741,3472,1089,5073,0.513,2604,2018,48,82,3,7
NYK 2018,NYK,1912,421,2752,7193,0.464,3334,1557,0.787,1225,82,19830,New York Knicks,859,1965,389,2702,7078,0.457,3233,1906,0.774,1475,838,1509,8858,670,2494,0.368,917,3540,1096,4584,0.505,2316,1682,8566,18,552,1914,0.352,673,3611,1207,5279,0.504,2661,2018,29,82,0,0
UTA 2018,UTA,1839,420,2807,6797,0.462,3139,1766,0.779,1375,82,19755,Utah Jazz,740,1636,380,2702,6804,0.449,3057,1680,0.771,1295,710,1683,8187,678,2131,0.365,778,3412,1224,4673,0.488,2279,1608,8540,19,708,2425,0.366,887,3547,1205,4372,0.515,2252,2018,48,82,5,11
BOS 2018,BOS,1842,373,2878,6975,0.45,3141,1697,0.771,1308,82,19805,Boston Celtics,767,1744,364,2804,6973,0.44,3066,1748,0.763,1334,791,1571,8235,594,2270,0.339,769,3595,1159,4703,0.488,2297,1618,8529,20,604,2492,0.377,939,3645,1149,4483,0.491,2202,2018,55,82,11,19
PHO 2018,PHO,1743,370,2776,7141,0.442,3153,1962,0.741,1453,82,19705,Phoenix Suns,842,1910,488,2906,7274,0.471,3426,2014,0.766,1543,855,1715,9290,712,2398,0.373,895,3761,1099,4876,0.519,2531,1807,8522,21,569,2286,0.334,763,3618,1289,4855,0.492,2390,2018,21,82,0,0
DET 2018,DET,1868,317,2756,7129,0.45,3208,1621,0.745,1207,82,19805,Detroit Pistons,830,2064,398,2833,6988,0.459,3206,1548,0.776,1201,756,1511,8521,597,2527,0.359,908,3589,1215,4461,0.515,2298,1508,8509,22,628,2373,0.373,886,3586,1103,4756,0.488,2322,2018,39,82,0,0
